Top100,Name,Pos,Org,Age,H,W,B,T,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
,Asa Lacy,SIRP,KCR,23.1777777,"6' 4""",215,L,L,,,,,,,,Rise,60 / 70,60 / 70,55 / 60,45 / 50,30 / 35,2200,2450,93-96,98,40+,sa3014423
,T.J. Sikkema,SP,KCR,24.0305555,"6' 0""",221,L,L,,,,,,,,Tail,45 / 50,50 / 55,,40 / 50,45 / 60,2250,2300,90-94,95,40+,sa3011191
,Nathan Webb,MIRP,KCR,24.9611111,"6' 2""",240,R,R,,,,,,,,Rise,70 / 70,55 / 60,,40 / 45,30 / 40,2400,2400,96-99,101,40+,sa918814
,Josh Dye,MIRP,KCR,25.8944444,"6' 5""",180,L,L,,,,,,,,Sink/Tail,30 / 30,55 / 60,,55 / 55,55 / 60,2000,2200,86-90,92,40+,sa3007485
,Bryce Miller,MIRP,SEA,23.9527777,"6' 2""",190,R,R,,,,,,,,Rise,55 / 60,50 / 55,40 / 50,40 / 45,30 / 45,2500,2400,94-97,98,40+,sa3017414
,Adam Macko,SP,SEA,21.6,"6' 0""",170,L,L,,,,,,,,Rise,45 / 55,55 / 55,55 / 60,,30 / 45,2400,2800,90-94,98,40+,sa3011555
,Calvin Ziegler,SP,NYM,19.8416666,"6' 0""",205,R,R,,,,,,,,Tail,50 / 55,50 / 60,,30 / 50,30 / 45,,,92-94,96,40+,sa3018142
,Walter Ford,SP,SEA,17.6055555,"6' 3""",195,R,R,,,,,,,,Rise,45 / 60,40 / 60,25 / 55,,20 / 45,,,91-94,96,40+,
,Dedniel Nunez,SIRP,NYM,26.1694444,"6' 2""",180,R,R,,,,,,,,Rise/Tail,60 / 60,60 / 60,,,35 / 40,2600,,94-97,98,40+,sa3004203
,Chase Petty,SIRP,CIN,19.3388888,"6' 3""",175,R,R,,,,,,,,Tail,60 / 60,60 / 70,,40 / 55,20 / 45,,,93-96,100,40+,sa3017963
,Bryce Bonnin,SIRP,CIN,23.8194444,"6' 1""",190,R,R,,,,,,,,Sink,55 / 55,55 / 60,,30 / 45,30 / 40,2400,2500,93-96,97,40+,sa3014453
,Carson Spiers,SP,CIN,24.7361111,"6' 3""",205,R,R,,,,,,,,Rise/Tail,45 / 50,55 / 60,,40 / 50,35 / 55,2300,2700,91-94,97,40+,sa3014863
,Spencer Schwellenbach,SP,ATL,22.1833333,"6' 1""",200,R,R,,,,,,,,Sink/Tail,50 / 55,55 / 60,,50 / 60,30 / 50,,,92-96,97,40+,
,Jarlin Susana,SP,WSN,18.3694444,"6' 6""",230,R,R,,,,,,,,Tail,65 / 70,50 / 60,,30 / 45,20 / 45,,,96-99,101,40+,sa3018808
,Jackson Rutledge,SIRP,WSN,23.3472222,"6' 8""",245,R,R,,,,,,,,Tail,70 / 70,55 / 60,45 / 50,40 / 45,30 / 40,2450,2350,95-98,101,40+,sa3011338
,Bryce Elder,SP,ATL,23.2138888,"6' 2""",220,R,R,,,,,,,,Sink,35 / 35,50 / 55,,45 / 55,50 / 55,2100,,90-92,94,40+,27779
,Lyon Richardson,SP,CIN,22.55,"6' 2""",192,S,R,,,,,,,,Rise,45 / 50,45 / 50,50 / 50,45 / 55,45 / 55,2250,2500,89-93,95,40+,sa3007727
,Jake Bennett,SP,WSN,21.6777777,"6' 6""",234,L,L,,,,,,,,Tail,45 / 45,50 / 50,,55 / 60,30 / 55,,,92-95,98,40+,
,AJ Smith-Shawver,SP,ATL,19.7111111,"6' 3""",205,R,R,,,,,,,,Rise/Tail,55 / 60,50 / 60,40 / 45,30 / 55,20 / 45,,,94-96,98,40+,sa3017690
,Ky Bush,SIRP,LAA,22.7333333,"6' 6""",250,L,L,,,,,,,,Tail,55 / 60,55 / 60,45 / 45,,30 / 40,2150,,92-95,96,40+,sa3017386
,R.J. Dabovich,SIRP,SFG,23.5694444,"6' 3""",215,R,R,,,,,,,,Rise,70 / 70,,55 / 60,,30 / 40,2350,2500,94-97,99,40+,sa3014431
,Nick Swiney,SP,SFG,23.4833333,"6' 3""",181,R,L,,,,,,,,Rise,40 / 45,,50 / 55,50 / 55,35 / 55,2100,2550,88-92,93,40+,sa3014542
,Eric Silva,SP,SFG,19.8416666,"5' 11""",185,R,R,,,,,,,,Sink,40 / 45,40 / 50,45 / 50,40 / 50,25 / 60,,,89-93,94,40+,sa3017965
,Janson Junk,SP,LAA,26.5583333,"6' 1""",177,R,R,,,,,,,,Rise,50 / 50,50 / 55,50 / 50,,55 / 60,2350,2550,91-93,96,40+,23301
,Mason Black,MIRP,SFG,22.6555555,"6' 3""",210,R,R,,,,,,,,Tail,50 / 55,30 / 45,,45 / 55,30 / 40,,,92-96,98,40+,sa3018146
,Ron Marinaccio,MIRP,NYY,27.0972222,"6' 2""",205,R,R,,,,,,,,Rise,55 / 60,50 / 50,,60 / 60,40 / 40,2350,2300,93-95,97,40+,23488
,Manuel Mercedes,SP,SFG,19.875,"6' 3""",162,R,R,,,,,,,,Tail,50 / 60,40 / 50,,35 / 60,20 / 45,2350,2250,94-97,98,40+,sa3015214
,Stephen Ridings,SIRP,NYY,26.9777777,"6' 8""",220,R,R,,,,,,,,Sink,70 / 70,55 / 55,,,45 / 45,2300,2200,96-98,100,40+,22358
,Matt Mikulski,MIRP,SFG,23.2444444,"6' 4""",205,L,L,,,,,,,,Tail,55 / 60,45 / 50,45 / 45,60 / 70,30 / 45,,,93-97,100,40+,sa3017874
,Deivi Garcia,SP,NYY,23.2138888,"5' 9""",163,R,R,,,,,,,,Rise/Tail,45 / 45,50 / 55,55 / 55,45 / 55,40 / 50,2150,2700,91-95,97,40+,20276
,Justin Lange,SP,NYY,20.9027777,"6' 4""",220,R,R,,,,,,,,,55 / 60,40 / 50,,40 / 50,20 / 45,,,92-97,100,40+,sa3014517
,Drew Rom,SP,BAL,22.6416666,"6' 2""",170,L,L,,,,,,,,Rise,40 / 50,50 / 55,,,45 / 55,2350,2300,88-92,93,40+,sa3007848
,Seth Johnson,SP,BAL,23.8805555,"6' 0""",200,R,R,,,,,,,,Rise,55 / 60,50 / 60,45 / 50,40 / 45,30 / 50,2400,2650,92-97,99,40+,sa3011342
,Ethan Hankins,SP,CLE,22.2027777,"6' 6""",215,R,R,,,,,,,,Tail,55 / 60,50 / 55,50 / 50,45 / 50,30 / 50,2350,2500,92-95,97,40+,sa3008589
,Colin Peluse,MIRP,OAK,24.1527777,"6' 3""",230,R,R,,,,,,,,Rise,55 / 70,55 / 55,,40 / 45,35 / 45,2250,2250,93-96,98,40+,sa3011126
,Cody Morris,MIRP,CLE,25.7555555,"6' 5""",225,R,R,,,,,,,,Tail,55 / 55,,50 / 55,60 / 60,40 / 45,2500,2300,92-95,98,40+,sa3008653
,Jeff Criswell,MIRP,OAK,23.4055555,"6' 4""",206,R,R,,,,,,,,Sink/Tail,55 / 60,55 / 60,45 / 50,40 / 45,30 / 40,2250,2400,92-95,97,40+,sa3014435
,Nick Mikolajchak,SIRP,CLE,24.7083333,"6' 2""",215,R,R,,,,,,,,Rise,60 / 60,55 / 60,,50 / 55,40 / 45,2400,2800,90-93,95,40+,sa3010303
,Trenton Denholm,SP,CLE,22.6861111,"5' 11""",180,R,R,,,,,,,,Rise/Tail,50 / 50,,50 / 55,55 / 60,35 / 50,2000,2100,91-94,96,40+,sa3018139
,Davis Sharpe,SP,CLE,22.5166666,"6' 4""",215,R,R,,,,,,,,Cut,45 / 50,55 / 60,,40 / 45,30 / 50,2100,2850,91-94,96,40+,sa3018112
,Zack Thompson,SP,STL,24.7722222,"6' 2""",225,S,L,,,,,,,,Tail,45 / 45,,60 / 60,45 / 50,50 / 55,2050,2900,93-96,97,40+,25918
,Michael McGreevy,SP,STL,22.0777777,"6' 4""",215,R,R,,,,,,,,Sink/Tail,40 / 45,50 / 55,45 / 45,30 / 50,45 / 55,2100,2450,91-94,95,40+,sa3017598
,Carlos Duran,SIRP,LAD,21.0166666,"6' 7""",240,R,R,,,,,,,,Sink,60 / 60,60 / 70,,40 / 45,30 / 40,2050,2700,94-97,99,40+,sa3006404
,Emmet Sheehan,MIRP,LAD,22.725,"6' 5""",220,R,R,,,,,,,,Rise,60 / 60,,45 / 45,70 / 70,30 / 40,,,93-96,97,40+,sa3017416
,Nick Frasso,SP,LAD,23.8,"6' 5""",190,R,R,,,,,,,,Rise,45 / 55,,40 / 45,40 / 50,30 / 50,2350,2100,91-93,95,40+,sa3014492
,Nick Nastrini,SIRP,LAD,22.4666666,"6' 3""",215,R,R,,,,,,,,Rise,60 / 60,50 / 60,55 / 60,,30 / 40,2500,2500,94-96,98,40+,sa3017413
,Joel Ibarra,MIRP,LAD,20.0722222,"6' 1""",220,R,R,,,,,,,,Rise,60 / 60,55 / 60,,40 / 45,20 / 40,,,94-96,98,40+,sa3009326
,Ronan Kopp,SIRP,LAD,20.0194444,"6' 7""",250,L,L,,,,,,,,Rise,60 / 60,55 / 60,,30 / 40,20 / 30,,,95-97,99,40,sa3017751
,Ben Casparius,MIRP,LAD,23.4861111,"6' 0""",208,R,R,,,,,,,,Tail,40 / 45,70 / 70,,40 / 45,30 / 40,,,91-93,95,40,sa3017886
,Gus Varland,MIRP,LAD,25.75,"6' 1""",205,L,R,,,,,,,,Rise/Run,50 / 55,50 / 55,,45 / 45,40 / 50,2450,2350,92-94,96,40,sa3007779
,Hyun-il Choi,MIRP,LAD,22.1916666,"6' 2""",200,R,R,,,,,,,,Sink,40 / 40,,40 / 45,,45 / 60,2300,2150,90-93,95,40,sa3009992
,Kutter Crawford,SP,BOS,26.3472222,"6' 1""",209,R,R,,,,,,,,Rise,50 / 50,,55 / 55,,50 / 55,2400,2400,91-95,96,40,20531
,Frank German,SIRP,BOS,24.8722222,"6' 2""",195,R,R,,,,,,,,Cut/Rise,60 / 60,40 / 50,,45 / 50,35 / 40,2200,2400,92-96,98,40,sa3007729
,Eduard Bazardo,SIRP,BOS,26.9305555,"6' 0""",165,R,R,,,,,,,,Rise,50 / 50,,70 / 70,,30 / 35,2250,2900,94-96,98,40,20997
,Jacob Wallace,SIRP,BOS,23.9805555,"6' 1""",190,R,R,,,,,,,,Tail,60 / 60,50 / 60,,50 / 55,30 / 40,2500,2850,94-97,99,40,sa3010374
,Micah Ottenbreit,SP,PHI,19.2472222,"6' 4""",190,R,R,,,,,,,,,40 / 55,,45 / 55,45 / 55,20 / 50,,,89-93,94,40,sa3017860
,James McArthur,SIRP,PHI,25.6527777,"6' 5""",230,R,R,,,,,,,,Sink,50 / 55,,50 / 55,40 / 40,40 / 45,2300,2700,93-94,96,40,sa3007715
,Chris McMahon,SP,COL,23.5055555,"6' 2""",205,R,R,,,,,,,,Tail,40 / 45,50 / 55,,45 / 55,35 / 50,2300,2200,91-93,95,40,sa3014429
,Ryan Rolison,SP,COL,25.0694444,"6' 2""",195,R,L,,,,,,,,Cut/Rise,40 / 40,40 / 45,60 / 60,40 / 45,45 / 50,2250,2650,89-94,95,40,sa3008244
,Ryan Feltner,MIRP,COL,25.9277777,"6' 4""",190,R,R,,,,,,,,Tail,50 / 50,50 / 50,50 / 50,40 / 45,45 / 45,2300,2650,91-93,95,40,21446
,Noah Davis,SP,COL,25.2888888,"6' 2""",195,R,R,,,,,,,,Tail,45 / 45,50 / 55,50 / 50,40 / 45,40 / 50,2400,2550,91-93,94,40,sa3010556
,Joe Rock,SP,COL,22.0194444,"6' 5""",180,L,L,,,,,,,,Tail/Rise,45 / 50,50 / 55,,45 / 55,30 / 45,2350,2300,93-95,96,40,sa3017755
,Brayan Castillo,SP,COL,21.9027777,"6' 0""",165,R,R,,,,,,,,Sink,50 / 55,45 / 50,,40 / 50,35 / 50,2350,2400,93-96,98,40,sa3006544
,Eduar Segovia,SIRP,PHI,21.5722222,"6' 0""",205,R,R,,,,,,,,Tail,45 / 50,50 / 55,,30 / 45,30 / 40,2250,2300,92-95,97,40,sa3008374
,Michael Mercado,SP,TBR,23.3083333,"6' 4""",175,R,R,,,,,,,,Sink,60 / 60,50 / 55,50 / 50,40 / 45,45 / 50,2350,2200,93-97,99,40,sa3005024
,Helcris Olivarez,SIRP,COL,21.9944444,"6' 2""",192,L,L,,,,,,,,Tail,60 / 70,,45 / 50,40 / 50,30 / 40,2350,2550,94-96,98,40,sa3002965
,John Doxakis,SP,TBR,23.9611111,"6' 4""",215,L,L,,,,,,,,Rise/Tail,30 / 30,50 / 55,,50 / 55,55 / 70,2250,2400,88-92,93,40,sa1115967
,Tommy Romero,MIRP,TBR,25.0777777,"6' 2""",225,L,R,,,,,,,,Cut/Rise,55 / 55,45 / 45,45 / 45,45 / 50,50 / 55,2200,2300,90-93,94,40,23465
,Jake Bird,SIRP,COL,26.6722222,"6' 3""",200,R,R,,,,,,,,Rise/Tail,55 / 55,40 / 40,,,50 / 50,,,93-96,97,40,21267
,Calvin Faucher,SIRP,TBR,26.8722222,"6' 1""",190,R,R,,,,,,,,Rise,50 / 50,,70 / 70,,35 / 40,2350,2900,93-96,98,40,20116
,Karl Kauffmann,SP,COL,24.975,"6' 2""",200,R,R,,,,,,,,Sink,45 / 50,45 / 50,,50 / 55,30 / 45,2200,2350,91-94,96,40,sa3014526
,Austin Vernon,MIRP,TBR,23.4944444,"6' 8""",256,R,R,,,,,,,,Rise/Run,60 / 60,50 / 55,45 / 50,55 / 60,30 / 40,,,94-96,97,40,sa3017138
,McCade Brown,SIRP,COL,22.225,"6' 6""",225,R,R,,,,,,,,Rise/Tail,55 / 55,50 / 55,45 / 50,40 / 45,35 / 50,2400,2700,92-96,97,40,sa3017812
,Antonio Jimenez,SP,TBR,21.25,"5' 11""",145,L,L,,,,,,,,Rise/Tail,45 / 55,55 / 60,,40 / 50,30 / 50,2400,2600,91-95,96,40,sa3008074
,Sean Reynolds,SIRP,MIA,24.2972222,"6' 8""",240,L,R,,,,,,,,,55 / 55,50 / 55,,45 / 60,30 / 40,,,92-96,97,40,sa917966
,Dylan Smith,SP,DET,22.1888888,"6' 2""",180,R,R,,,,,,,,Tail,40 / 45,50 / 55,45 / 45,45 / 50,35 / 60,,,88-92,94,40,sa3018113
,Elvin Rodriguez,SP,DET,24.35,"6' 3""",170,R,R,,,,,,,,Rise/Tail,40 / 45,,50 / 50,50 / 55,40 / 50,2350,2400,89-93,94,40,20962
,Jason Foley,SIRP,DET,26.7638888,"6' 4""",215,R,R,,,,,,,,Tail,60 / 60,45 / 45,,,40 / 40,2250,2200,94-97,100,40,19531
,Thomas Harrington,SP,PIT,21.0666666,"6' 2""",185,R,R,,,,,,,,Tail,40 / 45,40 / 50,,55 / 60,35 / 60,,,90-93,96,40,
,Po-Yu Chen,SP,PIT,20.8444444,"6' 2""",198,R,R,,,,,,,,,30 / 40,,45 / 50,,35 / 60,,,91-92,93,40,sa3014699
,Zack Hess,SIRP,DET,25.4472222,"6' 6""",216,R,R,,,,,,,,Rise,60 / 60,55 / 60,,40 / 45,40 / 45,2500,2550,92-94,97,40,sa3010777
,Hunter Barco,SP,PIT,21.6416666,"6' 4""",220,L,L,,,,,,,,Tail,40 / 45,50 / 55,,40 / 50,35 / 60,,,89-93,95,40,
,Wilkel Hernandez,SP,DET,23.3138888,"6' 3""",195,R,R,,,,,,,,Rise,50 / 55,,50 / 55,40 / 50,50 / 50,2350,2550,90-93,96,40,sa918026
,Cody Bolton,SIRP,PIT,24.1305555,"6' 3""",185,R,R,,,,,,,,Sink,50 / 50,55 / 55,,50 / 50,50 / 50,2450,2600,92-95,97,40,sa3004975
,Michael Kennedy,SP,PIT,17.6833333,"6' 1""",205,L,L,,,,,,,,Rise/Tail,40 / 50,45 / 55,,30 / 55,25 / 60,,,88-92,94,40,
,Robert Gasser,SP,MIL,23.1833333,"6' 1""",190,L,L,,,,,,,,Tail,40 / 40,55 / 60,,40 / 50,35 / 55,2250,,90-93,96,40,sa3017310
,Carmen Mlodzinski,MIRP,PIT,23.4638888,"6' 2""",232,R,R,,,,,,,,Sink,50 / 50,50 / 50,,40 / 45,35 / 50,2000,2400,93-97,98,40,sa3014505
,Dylan File,SP,MIL,26.1722222,"6' 1""",205,R,R,,,,,,,,Rise,40 / 40,50 / 55,50 / 50,55 / 55,55 / 60,2150,2750,88-92,92,40,sa3004197
,Ben Brown,MIRP,CHC,22.9083333,"6' 6""",210,R,R,,,,,,,,Rise,55 / 55,,60 / 60,,30 / 45,,,93-97,98,40,sa3005122
,Taylor Floyd,SIRP,MIL,24.6611111,"6' 1""",185,R,R,,,,,,,,Rise/Tail,50 / 50,60 / 70,,,40 / 40,2400,2950,92-95,96,40,sa3011367
,Nick Garcia,SP,PIT,23.2944444,"6' 4""",215,L,R,,,,,,,,Rise,40 / 45,45 / 50,40 / 45,50 / 55,30 / 50,2550,2220,91-94,98,40,sa3014501
,Kohl Franklin,SP,CHC,22.9083333,"5' 11""",192,R,R,,,,,,,,Sink,45 / 50,,50 / 55,55 / 60,35 / 50,2200,2700,90-93,95,40,sa3008335
,Russell Smith,SIRP,MIL,23.9055555,"6' 9""",235,L,L,,,,,,,,,50 / 55,,,50 / 55,30 / 50,,,90-93,95,40,sa3018191
,Chris Clarke,SP,CHC,24.2305555,"6' 7""",215,R,R,,,,,,,,Tail,40 / 40,45 / 50,50 / 55,45 / 50,60 / 60,2200,2500,89-93,94,40,sa3011411
,Joaquin Tejada,SP,PIT,19.0555555,"5' 11""",160,R,R,,,,,,,,Rise/Tail,40 / 50,25 / 55,55 / 60,,20 / 50,2200,2800,90-92,94,40,sa3016207
,Brandon Birdsell,SIRP,CHC,22.3694444,"6' 2""",240,R,R,,,,,,,,Rise,60 / 60,60 / 60,45 / 50,30 / 40,30 / 45,,,92-97,99,40,
,Cole Ragans,SP,TEX,24.65,"6' 3""",190,L,L,,,,,,,,Rise,45 / 45,,40 / 40,60 / 60,55 / 60,2100,2000,91-94,95,40,21846
,Tekoah Roby,SP,TEX,20.8833333,"6' 1""",185,R,R,,,,,,,,Rise,40 / 50,,40 / 45,45 / 55,30 / 50,,,92-94,95,40,sa3014519
,Nazier Mule,SIRP,CHC,17.8083333,"6' 3""",210,R,R,,,,,,,,Tail,60 / 70,40 / 55,,30 / 45,20 / 40,,,93-97,100,40,
,Mason Englert,SP,TEX,22.7638888,"6' 4""",206,S,R,,,,,,,,Sink/Tail,40 / 40,50 / 50,45 / 45,50 / 55,35 / 55,,,90-93,95,40,sa3015036
,Max Kranick,SP,PIT,25.0416666,"6' 3""",220,R,R,,,,,,,,Tail,50 / 55,45 / 50,,40 / 45,45 / 45,2200,2350,92-96,98,40,22175
,Winston Santos,SP,TEX,20.3083333,"6' 0""",160,R,R,,,,,,,,Sink,45 / 50,45 / 50,,50 / 55,35 / 55,,,91-95,97,40,sa3015952
,Tyler Schlaffer,SP,CHC,21.2,"5' 10""",190,R,R,,,,,,,,Rise,40 / 50,,45 / 50,45 / 55,30 / 45,2250,2450,91-93,95,40,sa3011815
,Nic Laio,SIRP,PIT,25.0222222,"6' 5""",205,R,R,,,,,,,,Tail,50 / 50,50 / 60,,35 / 45,45 / 50,,,93-94,95,40,sa3009861
,Luke Little,SIRP,CHC,21.9333333,"6' 8""",225,L,L,,,,,,,,,70 / 70,50 / 55,,,30 / 35,2350,,94-97,99,40,sa3014514
,Yerry Rodriguez,SIRP,TEX,24.8083333,"6' 2""",198,R,R,,,,,,,,Tail,55 / 60,50 / 60,,30 / 35,40 / 40,2500,2700,92-96,99,40,sa918130
,Max Bain,SP,CHC,26.8583333,"6' 5""",240,R,R,,,,,,,,Rise,55 / 55,45 / 50,55 / 60,,30 / 40,2300,2650,93-96,98,40,sa3014932
,Forrest Whitley,MIRP,HOU,24.8916666,"6' 7""",238,R,R,,,,,,,,Rise,60 / 60,55 / 55,60 / 60,60 / 60,30 / 35,2500,2900,93-97,99,40,sa917930
,Emiliano Teodo,SIRP,TEX,21.4777777,"6' 1""",165,R,R,,,,,,,,Rise,70 / 70,,55 / 60,,20 / 35,,,97-101,102,40,sa3015158
,Jairo Solis,SIRP,HOU,22.6222222,"6' 2""",205,R,R,,,,,,,,Cut/Rise,60 / 60,50 / 50,60 / 60,45 / 55,30 / 40,2300,2500,92-95,97,40,sa3003037
,Austin Roberts,MIRP,PIT,24.025,"6' 0""",220,R,R,,,,,,,,Rise,55 / 60,,50 / 50,50 / 50,40 / 40,2150,2500,93-96,98,40,sa3010254
,Mitch Bratt,SP,TEX,19.0916666,"6' 1""",190,L,L,,,,,,,,Rise,40 / 50,45 / 50,40 / 50,45 / 55,20 / 45,,,90-93,94,40,sa3017719
,Justin Slaten,SIRP,TEX,24.8916666,"6' 4""",222,R,R,,,,,,,,Rise,50 / 60,60 / 60,,45 / 50,35 / 45,2300,2400,92-96,97,40,sa3010309
,Avery Weems,MIRP,TEX,25.1666666,"6' 2""",205,R,L,,,,,,,,Tail,40 / 40,60 / 60,,40 / 45,40 / 40,,,92-94,96,40,sa3010256
,Seth Martinez,MIRP,HOU,27.9361111,"6' 2""",200,R,R,,,,,,,,Rise/Tail,40 / 40,60 / 60,,45 / 45,55 / 55,,,90-92,94,40,21045
,Shawn Dubin,SIRP,HOU,26.9166666,"6' 1""",170,R,R,,,,,,,,Rise,65 / 65,60 / 60,50 / 50,,30 / 30,,,95-98,99,40,sa3007248
,Michael Knorr,SP,HOU,22.2333333,"6' 5""",245,R,R,,,,,,,,Rise,50 / 55,45 / 50,40 / 45,45 / 55,35 / 55,,,92-95,97,40,
,David Festa,SP,MIN,22.4111111,"6' 6""",185,R,R,,,,,,,,Tail/Rise,40 / 50,45 / 55,40 / 45,45 / 55,30 / 50,,,89-94,96,40,sa3017788
,Caleb Freeman,SIRP,CHW,24.4527777,"6' 1""",190,R,R,,,,,,,,Rise,55 / 60,50 / 55,55 / 60,,40 / 40,2400,2850,92-95,97,40,sa3011339
,Garrett Hawkins,SP,SDP,22.4888888,"6' 5""",230,R,R,,,,,,,,Rise,50 / 55,40 / 45,,45 / 55,30 / 50,,,91-93,96,40,sa3017383
,Jimmy Lambert,SP,CHW,27.7166666,"6' 2""",170,R,R,,,,,,,,Tail,45 / 45,50 / 55,45 / 45,50 / 50,45 / 45,2100,2450,91-94,95,40,19541
,Ryan Bergert,SP,SDP,22.4111111,"6' 1""",205,R,R,,,,,,,,Rise,45 / 45,45 / 50,,55 / 60,35 / 50,,,89-92,94,40,sa3017418
,Sean Burke,MIRP,CHW,22.6333333,"6' 6""",230,R,R,,,,,,,,Rise,55 / 60,50 / 55,50 / 50,30 / 40,30 / 40,2650,,91-95,98,40,sa3017461
,Henry Williams,SP,SDP,20.8833333,"6' 5""",200,R,R,,,,,,,,Rise,45 / 55,55 / 60,,40 / 50,30 / 55,2500,2550,92-94,95,40,
,Jonathan Cannon,SP,CHW,22.0472222,"6' 6""",213,R,R,,,,,,,,Sink,45 / 50,50 / 55,,40 / 50,35 / 60,,,92-96,97,40,
,Conor Grammes,SIRP,ARI,25.0472222,"6' 1""",200,R,R,,,,,,,,Tail,65 / 70,60 / 70,55 / 60,,30 / 35,2350,2550,94-97,99,40,sa3011651
,Matthew Thompson,SP,CHW,21.9861111,"6' 3""",184,R,R,,,,,,,,Rise,45 / 50,40 / 45,50 / 55,40 / 50,35 / 50,2200,2100,91-94,96,40,sa3011866
,Blayne Enlow,MIRP,MIN,23.375,"6' 3""",200,R,R,,,,,,,,Sink,50 / 50,,50 / 55,,40 / 45,2450,2300,91-94,96,40,sa3005117
,Efrain Contreras,SP,SDP,22.5944444,"5' 10""",210,R,R,,,,,,,,Rise,50 / 50,,40 / 45,50 / 60,35 / 50,,,92-94,97,40,sa3005692
,Kohl Simas,SP,CHW,22.6222222,"6' 1""",190,R,R,,,,,,,,Rise,45 / 50,50 / 55,50 / 55,40 / 45,30 / 50,2450,,92-94,96,40,sa3016949
,Louie Varland,SIRP,MIN,24.6583333,"6' 1""",205,R,R,,,,,,,,Rise,50 / 55,40 / 50,,45 / 55,40 / 50,2250,2500,94-96,98,40,sa3010572
,Tommy Henry,SP,ARI,25.0194444,"6' 3""",205,L,L,,,,,,,,Rise,45 / 50,50 / 55,,50 / 55,40 / 50,2250,2400,88-92,93,40,26285
,Bowden Francis,SP,TOR,26.2888888,"6' 5""",225,R,R,,,,,,,,Rise,45 / 45,55 / 55,45 / 45,45 / 50,50 / 55,2600,2600,92-94,95,40,20548
,Joe Elbis,SP,ARI,19.8666666,"6' 1""",150,R,R,,,,,,,,Rise/Tail,30 / 45,45 / 50,45 / 50,45 / 55,25 / 60,2350,2350,90-92,94,40,sa3015216
,Peyton Pallette,SP,CHW,21.2416666,"6' 1""",175,R,R,,,,,,,,Rise/Tail,45 / 55,25 / 60,60 / 70,40 / 50,30 / 45,2450,3000,93-95,98,40,
,Edwin Uceta,SP,ARI,24.575,"6' 0""",180,R,R,,,,,,,,Tail,40 / 40,,50 / 50,45 / 50,45 / 55,2350,2300,89-92,94,40,20539
,Dahian Santos,SP,TOR,19.4444444,"5' 11""",160,R,R,,,,,,,,Rise,40 / 55,55 / 60,,30 / 45,20 / 45,,,90-93,96,40,sa3015282
,Yosver Zulueta,SIRP,TOR,24.5361111,"6' 1""",190,R,R,,,,,,,,Rise,70 / 70,,50 / 55,,40 / 40,,,96-98,99,40,sa3014869
,Hagen Danner,SIRP,TOR,23.85,"6' 2""",210,R,R,,,,,,,,Rise,60 / 60,50 / 55,,,35 / 40,,,94-97,99,40,sa3004501
,Hayden Juenger,SIRP,TOR,21.9916666,"6' 0""",190,R,R,,,,,,,,Tail,55 / 60,55 / 60,,,30 / 45,2350,2400,93-95,97,40,sa3017103
,Joey Murray,MIRP,TOR,25.8694444,"6' 2""",195,R,R,,,,,,,,Rise,50 / 50,50 / 55,50 / 50,40 / 45,40 / 45,2450,2700,88-91,93,40,sa3007234
,Andrew Hoffmann,SP,KCR,22.5111111,"6' 5""",210,R,R,,,,,,,,Rise,45 / 50,55 / 60,,40 / 50,30 / 50,,,92-94,95,40,sa3017202
,Beck Way,SP,KCR,23,"6' 3""",190,R,R,,,,,,,,Tail,50 / 55,45 / 50,,45 / 50,30 / 45,2100,2500,91-94,96,40,sa3014462
,Drew Parrish,SP,KCR,24.6611111,"5' 11""",200,L,L,,,,,,,,Rise,40 / 40,,45 / 45,60 / 60,45 / 55,2250,2650,87-90,92,40,sa3011395
,Collin Snider,SIRP,KCR,26.8222222,"6' 4""",202,R,R,,,,,,,,Tail,50 / 55,60 / 60,,,60 / 60,2400,2650,94-98,99,40,23307
,Dylan Coleman,SIRP,KCR,23.8888888,"6' 5""",230,R,R,,,,,,,,Tail/Rise,65 / 65,55 / 55,,,40 / 40,2500,2550,96-100,101,40,22276
,John McMillon,SIRP,KCR,24.525,"6' 3""",230,R,R,,,,,,,,Rise,70 / 70,50 / 55,,,20 / 35,2100,2100,94-96,97,40,sa3015344
,Christian Chamberlain,SIRP,KCR,23.0444444,"5' 11""",172,L,L,,,,,,,,Rise,45 / 60,,60 / 60,40 / 45,30 / 35,2400,2600,93-96,97,40,sa3014486
,Ben Hernandez,SIRP,KCR,21.0972222,"6' 2""",205,R,R,,,,,,,,Tail,50 / 55,35 / 40,,60 / 60,30 / 50,2300,2200,92-95,96,40,sa3014541
,Ronald Bolanos,SP,KCR,25.9527777,"6' 2""",230,R,R,,,,,,,,Sink,45 / 45,55 / 55,50 / 50,45 / 45,40 / 45,2250,2550,90-96,98,40,20041
,Angel Zerpa,MIRP,KCR,22.8583333,"6' 0""",220,L,L,,,,,,,,Tail,45 / 45,45 / 50,,40 / 50,50 / 60,2200,2600,91-93,94,40,22717
,Shane Panzini,SP,KCR,20.7666666,"6' 2""",205,R,R,,,,,,,,Rise,45 / 50,45 / 50,55 / 55,40 / 45,20 / 50,,,91-93,95,40,sa3018257
