Name,Top100,Pos,Class,Org,Age,H,W,B,T,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,CMD,Bio.Class,Ht,Wt,Pos.Class
Drew Rom,NA,SP,Pitcher,BAL,22,60,40,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,NA,55,Pitcher,"6' 2""",170,SP
Drew Romo,64,C,Catcher,COL,21,50,60,S,R,50,50,60,30,60,70,NA,NA,NA,NA,NA,Position,"6' 1""",205,C
Drew Strotman,NA,SIRP,Pitcher,MIN,26,60,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,40,45,Pitcher,"6' 3""",195,RP
Drew Thorpe,NA,SP,Pitcher,NYY,21,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,60,70,Pitcher,"6' 4""",205,SP
Drew Waters,NA,CF,Position,KCR,23,60,50,S,R,40,50,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",183,OF
Drey Jameson,96,MIRP,Pitcher,ARI,25,50,40,R,R,NA,NA,NA,NA,NA,NA,70,70,50,60,45,Pitcher,"6' 0""",170,RP
Druw Jones,16,CF,Position,ARI,18,60,50,R,R,60,70,70,60,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",185,OF
Durbin Feltman,NA,SIRP,Pitcher,BOS,25,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,50,NA,40,Pitcher,"6' 1""",208,RP
Dustin Harris,NA,1B,Position,TEX,23,60,50,L,R,50,60,70,50,40,30,NA,NA,NA,NA,NA,Position,"6' 2""",185,CI
Dyan Jorge,NA,CF,Position,COL,19,60,40,R,R,40,50,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",160,OF
Dylan Beavers,NA,RF,Position,BAL,21,60,60,L,R,40,60,70,60,50,60,NA,NA,NA,NA,NA,Position,"6' 4""",206,OF
Dylan File,NA,SP,Pitcher,MIL,26,50,60,R,R,NA,NA,NA,NA,NA,NA,40,60,50,60,60,Pitcher,"6' 1""",205,SP
Dylan Lesko,108,SP,Pitcher,SDP,19,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,80,55,Pitcher,"6' 3""",195,SP
Dylan Smith,NA,SP,Pitcher,DET,22,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,50,50,60,Pitcher,"6' 2""",180,SP
Dylan Spacke,NA,SIRP,Pitcher,BOS,24,50,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 0""",194,RP
Ed Howard,NA,SS,Position,CHC,20,50,50,R,R,50,50,50,50,70,55,NA,NA,NA,NA,NA,Position,"6' 1""",195,MI
Eddinson Paulino,NA,3B,Position,BOS,20,40,40,L,R,50,50,50,50,50,60,NA,NA,NA,NA,NA,Position,"5' 10""",155,CI
Eddy Yean,NA,SP,Pitcher,PIT,21,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 1""",205,SP
Eddys Leonard,NA,3B,Position,LAD,21,50,40,R,R,50,40,40,50,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",170,CI
Edgar Barclay,NA,SIRP,Pitcher,NYY,24,40,60,L,L,NA,NA,NA,NA,NA,NA,40,50,NA,60,55,Pitcher,"5' 10""",200,RP
Edgar Quero,NA,C,Catcher,LAA,19,40,40,S,R,60,40,50,20,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",170,C
Edgardo Henriquez,NA,SP,Pitcher,LAD,20,60,60,R,R,NA,NA,NA,NA,NA,NA,70,60,50,50,50,Pitcher,"6' 4""",215,SP
Edinson Batista,NA,SP,Pitcher,HOU,20,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,50,40,60,Pitcher,"6' 2""",185,SP
Edouard Julien,NA,LF,Position,MIN,23,50,50,L,R,40,50,60,40,40,40,NA,NA,NA,NA,NA,Position,"6' 1""",195,OF
Eduar Segovia,NA,SIRP,Pitcher,PHI,21,50,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,40,Pitcher,"6' 0""",205,RP
Eduard Bazardo,NA,SIRP,Pitcher,BOS,27,50,40,R,R,NA,NA,NA,NA,NA,NA,50,NA,70,NA,35,Pitcher,"6' 0""",165,RP
Eduardo Garcia,NA,SS,Position,MIL,20,60,50,R,R,40,50,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",180,MI
Eduardo Lopez,NA,CF,Position,BOS,20,50,50,S,R,60,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 0""",187,OF
Eduardo Rivera,NA,SIRP,Pitcher,OAK,19,80,70,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,NA,40,Pitcher,"6' 7""",237,RP
Eduarqui Fernandez,NA,RF,Position,MIL,20,60,50,R,R,40,50,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",180,OF
Edwar Colina,NA,SIRP,Pitcher,TEX,25,40,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,40,45,Pitcher,"5' 11""",240,RP
Edwin Arroyo,NA,SS,Position,CIN,19,50,50,R,R,40,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",175,MI
Edwin Jimenez,NA,SP,Pitcher,MIL,20,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,60,Pitcher,"6' 3""",215,SP
Edwin Nunez,NA,SIRP,Pitcher,STL,20,60,50,R,R,NA,NA,NA,NA,NA,NA,70,NA,60,NA,35,Pitcher,"6' 3""",180,RP
Efrain Contreras,NA,SP,Pitcher,SDP,22,40,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,60,50,Pitcher,"5' 10""",210,SP
Eguy Rosario,NA,3B,Position,SDP,23,40,40,R,R,50,40,50,40,50,50,NA,NA,NA,NA,NA,Position,"5' 9""",170,CI
Elijah Green,NA,CF,Position,WSN,18,50,50,R,R,40,60,80,70,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",185,OF
Elly De La Cruz,6,SS,Position,CIN,20,70,60,S,R,40,60,70,70,60,70,NA,NA,NA,NA,NA,Position,"6' 5""",200,MI
Elmer Rodriguez-Cruz,NA,SIRP,Pitcher,BOS,19,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,50,45,Pitcher,"6' 3""",160,RP
Elvin Rodriguez,NA,SP,Pitcher,DET,24,60,40,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,60,50,Pitcher,"6' 3""",170,SP
Elvis Peguero,NA,SIRP,Pitcher,LAA,25,70,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,50,Pitcher,"6' 5""",208,RP
Emerson Hancock,NA,SP,Pitcher,SEA,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,50,60,55,Pitcher,"6' 4""",213,SP
Emiliano Teodo,NA,SIRP,Pitcher,TEX,21,50,40,R,R,NA,NA,NA,NA,NA,NA,70,NA,60,NA,35,Pitcher,"6' 1""",165,RP
Emilio Marquez,NA,MIRP,Pitcher,KCR,24,30,40,L,L,NA,NA,NA,NA,NA,NA,50,NA,50,50,50,Pitcher,"5' 8""",170,RP
Emmanuel Rodriguez,NA,CF,Position,MIN,19,40,60,L,L,40,60,60,50,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",215,OF
Emmet Sheehan,NA,MIRP,Pitcher,LAD,22,70,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,70,40,Pitcher,"6' 5""",220,RP
Enderso Lira,NA,C,Catcher,BOS,18,60,50,R,R,60,50,50,20,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",195,C
Endy Rodriguez,33,C,Catcher,PIT,22,50,40,S,R,70,40,40,40,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",170,C
Enmanuel Valdez,NA,2B,Position,BOS,23,40,50,L,R,50,50,50,30,40,40,NA,NA,NA,NA,NA,Position,"5' 9""",190,MI
Eric Brown Jr.,NA,2B,Position,MIL,21,40,50,R,R,60,40,50,60,60,45,NA,NA,NA,NA,NA,Position,"5' 11""",190,MI
Eric Cerantola,NA,SIRP,Pitcher,KCR,22,70,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,40,Pitcher,"6' 5""",222,RP
Eric Orze,NA,SP,Pitcher,NYM,25,60,50,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,NA,55,Pitcher,"6' 4""",195,SP
Eric Silva,NA,SP,Pitcher,SFG,20,40,50,R,R,NA,NA,NA,NA,NA,NA,50,50,50,50,60,Pitcher,"5' 11""",185,SP
Eric Yang,NA,C,Catcher,CIN,24,40,50,R,R,60,30,40,30,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",185,C
Erik Miller,NA,MIRP,Pitcher,PHI,24,70,70,L,L,NA,NA,NA,NA,NA,NA,50,60,60,60,50,Pitcher,"6' 5""",220,RP
Esteban Quiroz,NA,2B,Position,CHC,30,30,50,L,R,60,40,50,40,40,45,NA,NA,NA,NA,NA,Position,"5' 7""",175,MI
Esteury Ruiz,NA,CF,Position,MIL,23,50,40,R,R,40,40,50,70,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",169,OF
Estiven Machado,NA,2B,Position,TOR,20,40,40,S,R,60,30,40,60,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",170,MI
Ethan Hankins,NA,SP,Pitcher,CLE,22,70,60,R,R,NA,NA,NA,NA,NA,NA,60,60,50,50,50,Pitcher,"6' 6""",215,SP
Ethan Roberts,NA,SIRP,Pitcher,CHC,25,40,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,50,Pitcher,"5' 10""",180,RP
Ethan Small,NA,SP,Pitcher,MIL,25,60,60,L,L,NA,NA,NA,NA,NA,NA,60,NA,50,60,55,Pitcher,"6' 3""",214,SP
Ethan Wilson,NA,LF,Position,PHI,22,50,60,L,L,50,50,60,60,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",210,OF
Euribiel Angeles,NA,3B,Position,OAK,20,40,50,R,R,60,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",175,CI
Eury Perez,2,SP,Pitcher,MIA,19,80,70,R,R,NA,NA,NA,NA,NA,NA,70,60,50,60,70,Pitcher,"6' 9""",220,SP
Eury Ramos,NA,SIRP,Pitcher,CHC,24,60,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,NA,60,35,Pitcher,"6' 4""",235,RP
Evan Carter,NA,CF,Position,TEX,20,60,50,L,R,60,40,50,60,60,50,NA,NA,NA,NA,NA,Position,"6' 4""",190,OF
Evan Fitterer,NA,SP,Pitcher,MIA,22,60,50,R,R,NA,NA,NA,NA,NA,NA,50,50,60,50,45,Pitcher,"6' 3""",192,SP
Evan Lee,NA,SIRP,Pitcher,WSN,25,50,60,L,L,NA,NA,NA,NA,NA,NA,50,NA,60,40,50,Pitcher,"6' 1""",200,RP
Evan Reifert,NA,SIRP,Pitcher,TBR,23,60,50,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,NA,30,Pitcher,"6' 4""",190,RP
Everson Pereira,NA,CF,Position,NYY,21,50,60,R,R,40,60,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 0""",210,OF
Ezequiel Tovar,47,SS,Position,COL,21,50,40,R,R,60,40,40,50,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",162,MI
Felix Valerio,NA,2B,Position,MIL,21,30,40,R,R,70,40,30,50,50,45,NA,NA,NA,NA,NA,Position,"5' 7""",165,MI
Fernando Guanare,NA,SP,Pitcher,LAA,19,50,30,R,R,NA,NA,NA,NA,NA,NA,50,60,50,50,60,Pitcher,"6' 1""",140,SP
Fernery Ozuna,NA,SIRP,Pitcher,TEX,26,30,40,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,50,Pitcher,"5' 8""",170,RP
Fidel Montero,NA,RF,Position,NYY,18,60,40,R,R,50,60,70,50,50,70,NA,NA,NA,NA,NA,Position,"6' 2""",170,OF
Ford Proctor,NA,C,Catcher,SFG,25,50,50,L,R,60,40,40,50,40,50,NA,NA,NA,NA,NA,Position,"6' 1""",195,C
Forrest Whitley,NA,MIRP,Pitcher,HOU,25,80,70,R,R,NA,NA,NA,NA,NA,NA,60,60,60,60,35,Pitcher,"6' 7""",238,RP
Francis Peguero,NA,SIRP,Pitcher,MIN,25,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,45,Pitcher,"6' 1""",185,RP
Francisco Alvarez,12,C,Catcher,NYM,20,40,70,R,R,40,60,70,30,50,55,NA,NA,NA,NA,NA,Position,"5' 10""",233,C
Francisco Morales,NA,SIRP,Pitcher,PHI,22,60,50,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,50,45,Pitcher,"6' 4""",185,RP
Francisco Perez,NA,SIRP,Pitcher,WSN,25,60,60,S,L,NA,NA,NA,NA,NA,NA,60,50,NA,50,55,Pitcher,"6' 2""",217,RP
Frank Mozzicato,NA,SP,Pitcher,KCR,19,60,40,L,L,NA,NA,NA,NA,NA,NA,60,60,60,50,55,Pitcher,"6' 3""",170,SP
Franklin German,NA,SIRP,Pitcher,BOS,25,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,40,Pitcher,"6' 2""",195,RP
Franklin Perez,NA,SP,Pitcher,DET,24,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,50,60,50,Pitcher,"6' 3""",197,SP
Freddy Pacheco,NA,SIRP,Pitcher,STL,24,40,60,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,40,Pitcher,"5' 11""",203,RP
Freddy Tarnok,NA,SP,Pitcher,ATL,23,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,50,60,50,Pitcher,"6' 3""",185,SP
Freddy Zamora,NA,SS,Position,MIL,23,50,50,R,R,60,40,40,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",190,MI
Freili Encarnacion,NA,3B,Position,BOS,17,60,50,R,R,50,50,60,40,50,55,NA,NA,NA,NA,NA,Position,"6' 2""",182,CI
Gabriel Arias,NA,SS,Position,CLE,22,50,60,R,R,40,50,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 1""",201,MI
Gabriel Gonzalez,NA,RF,Position,SEA,18,40,50,R,R,50,50,60,30,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",180,OF
Gabriel Hughes,NA,SP,Pitcher,COL,21,70,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 5""",230,SP
Gabriel Martinez,NA,RF,Position,TOR,21,50,40,R,R,50,50,50,50,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",170,OF
Gabriel Moreno,3,C,Catcher,TOR,22,40,60,R,R,70,50,50,50,60,60,NA,NA,NA,NA,NA,Position,"5' 11""",210,C
Gage Workman,NA,SS,Position,DET,22,60,60,S,R,40,50,60,50,60,55,NA,NA,NA,NA,NA,Position,"6' 4""",200,MI
Garrett Acton,NA,SIRP,Pitcher,OAK,24,50,60,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,50,40,Pitcher,"6' 1""",211,RP
Garrett Hawkins,NA,SP,Pitcher,SDP,22,70,70,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,50,Pitcher,"6' 5""",230,SP
Garrett Mitchell,NA,CF,Position,MIL,24,60,60,L,R,50,50,60,70,60,55,NA,NA,NA,NA,NA,Position,"6' 3""",215,OF
Gavin Cross,NA,CF,Position,KCR,21,60,60,L,L,60,50,60,50,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",210,OF
Gavin Hollowell,NA,SIRP,Pitcher,COL,24,80,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 7""",215,RP
Gavin Stone,93,SP,Pitcher,LAD,23,50,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,60,Pitcher,"6' 1""",175,SP
Gavin Williams,NA,SP,Pitcher,CLE,23,70,70,L,R,NA,NA,NA,NA,NA,NA,70,60,60,NA,50,Pitcher,"6' 6""",238,SP
George Valera,99,RF,Position,CLE,21,50,50,L,L,40,60,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",190,OF
Geraldo Quintero,NA,SS,Position,ATL,20,30,40,R,R,60,40,40,60,50,45,NA,NA,NA,NA,NA,Position,"5' 8""",155,MI
Gerardo Carrillo,NA,SIRP,Pitcher,WSN,24,40,40,R,R,NA,NA,NA,NA,NA,NA,60,60,50,60,40,Pitcher,"5' 11""",163,RP
Gerelmi Maldonado,NA,SP,Pitcher,SFG,18,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,50,Pitcher,"6' 2""",170,SP
Gil Luna,NA,MIRP,Pitcher,CHW,23,40,40,L,L,NA,NA,NA,NA,NA,NA,60,NA,50,60,35,Pitcher,"5' 10""",173,RP
Gilberto Jimenez,NA,CF,Position,BOS,22,40,60,R,R,60,40,50,70,60,60,NA,NA,NA,NA,NA,Position,"5' 11""",212,OF
Gordon Graceffo,78,SP,Pitcher,STL,22,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,60,60,55,Pitcher,"6' 4""",210,SP
Graham Spraker,NA,SIRP,Pitcher,TOR,27,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,40,Pitcher,"6' 3""",200,RP
Grant Hartwig,NA,SIRP,Pitcher,NYM,24,70,70,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 5""",235,RP
Grant McCray,NA,CF,Position,SFG,21,60,50,L,R,40,50,60,60,50,NA,NA,NA,NA,NA,NA,Position,"6' 2""",190,OF
Grayson Rodriguez,7,SP,Pitcher,BAL,22,70,70,L,R,NA,NA,NA,NA,NA,NA,70,70,60,80,50,Pitcher,"6' 5""",220,SP
Greg Deichmann,NA,RF,Position,CHC,27,60,60,L,R,40,50,70,50,50,55,NA,NA,NA,NA,NA,Position,"6' 2""",205,OF
Greg Jones,109,CF,Position,TBR,24,40,50,S,R,50,50,60,70,50,55,NA,NA,NA,NA,NA,Position,"5' 11""",175,OF
Gregory Santos,NA,SIRP,Pitcher,SFG,23,60,60,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,50,45,Pitcher,"6' 2""",215,RP
Griff McGarry,NA,MIRP,Pitcher,PHI,23,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,35,Pitcher,"6' 2""",190,RP
Griffin Conine,NA,RF,Position,MIA,25,50,60,L,R,20,60,80,40,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",213,OF
Guillermo Zuniga,NA,SIRP,Pitcher,LAD,23,70,70,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,40,30,Pitcher,"6' 5""",230,RP
Gunnar Henderson,1,3B,Position,BAL,21,60,60,L,R,60,60,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",210,CI
Gunnar Hoglund,NA,SP,Pitcher,OAK,22,70,60,L,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,70,Pitcher,"6' 5""",210,SP
Gunner Mayer,NA,SIRP,Pitcher,PHI,22,70,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 6""",190,RP
Gus Varland,NA,MIRP,Pitcher,LAD,25,50,60,L,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 1""",205,RP
Gustavo J. Rodriguez,NA,SIRP,Pitcher,STL,21,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,50,45,Pitcher,"6' 3""",170,RP
Hagen Danner,NA,SIRP,Pitcher,TOR,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 2""",210,RP
Hans Crouse,NA,MIRP,Pitcher,PHI,24,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 4""",180,RP
Hao Yu Lee,NA,2B,Position,PHI,19,40,50,R,R,60,50,60,30,40,50,NA,NA,NA,NA,NA,Position,"5' 10""",190,MI
Harry Ford,NA,C,Catcher,SEA,19,40,60,R,R,50,60,60,60,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",200,C
Harvin Mendoza,NA,1B,Position,CHW,23,60,70,L,L,60,50,60,30,40,45,NA,NA,NA,NA,NA,Position,"6' 2""",225,CI
Hayden Cantrelle,NA,2B,Position,SFG,23,40,50,S,R,30,50,50,60,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",175,MI
Hayden Dunhurst,NA,C,Catcher,KCR,22,40,70,L,R,50,50,60,30,60,60,NA,NA,NA,NA,NA,Position,"5' 11""",220,C
Hayden Juenger,NA,SIRP,Pitcher,TOR,22,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,45,Pitcher,"6' 0""",190,RP
Hayden Wesneski,NA,SP,Pitcher,CHC,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 3""",210,SP
Hector Rodriguez,NA,2B,Position,CIN,18,30,50,L,R,60,30,30,50,50,40,NA,NA,NA,NA,NA,Position,"5' 8""",186,MI
Hedbert Perez,NA,LF,Position,MIL,19,40,50,L,L,40,60,60,50,50,30,NA,NA,NA,NA,NA,Position,"5' 11""",185,OF
Helcris Olivarez,NA,SIRP,Pitcher,COL,22,60,50,L,L,NA,NA,NA,NA,NA,NA,70,NA,50,50,40,Pitcher,"6' 2""",192,RP
Heliot Ramos,NA,RF,Position,SFG,23,60,60,R,R,50,60,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",200,OF
Hendry Mendez,NA,CF,Position,MIL,18,60,50,L,L,60,40,50,50,50,NA,NA,NA,NA,NA,NA,Position,"6' 2""",175,OF
Henry Davis,36,C,Catcher,PIT,23,60,70,R,R,50,60,70,40,40,70,NA,NA,NA,NA,NA,Position,"6' 2""",225,C
Henry Ramos,NA,RF,Position,KCR,18,50,50,L,L,40,50,60,40,50,70,NA,NA,NA,NA,NA,Position,"6' 1""",175,OF
Henry Williams,NA,SP,Pitcher,SDP,21,70,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,55,Pitcher,"6' 5""",200,SP
Heriberto Hernandez,105,LF,Position,TBR,22,50,60,R,R,60,60,60,30,40,40,NA,NA,NA,NA,NA,Position,"6' 1""",210,OF
Heston Kjerstad,NA,RF,Position,BAL,23,60,60,S,R,50,60,60,40,50,50,NA,NA,NA,NA,NA,Position,"6' 3""",215,OF
Hever Bueno,NA,SIRP,Pitcher,TEX,27,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,NA,35,Pitcher,"6' 2""",180,RP
Hobie Harris,NA,SIRP,Pitcher,MIL,29,60,60,R,R,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,35,Pitcher,"6' 3""",200,RP
Hudson Haskin,NA,CF,Position,BAL,23,60,60,R,R,60,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",200,OF
Hudson Head,NA,CF,Position,PIT,21,50,50,L,L,40,50,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",180,OF
Hunter Barco,NA,SP,Pitcher,PIT,21,60,70,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,50,60,Pitcher,"6' 4""",220,SP
Hunter Barnhart,NA,SP,Pitcher,TBR,20,60,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,45,Pitcher,"6' 2""",195,SP
Hunter Bishop,NA,LF,Position,SFG,24,70,60,L,R,40,60,70,60,50,20,NA,NA,NA,NA,NA,Position,"6' 5""",210,OF
Hunter Brown,94,SIRP,Pitcher,HOU,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,70,50,40,Pitcher,"6' 2""",212,RP
Hunter Gaddis,NA,MIRP,Pitcher,CLE,24,70,60,R,R,NA,NA,NA,NA,NA,NA,50,50,40,60,45,Pitcher,"6' 6""",212,RP
Hunter Goodman,NA,C,Catcher,COL,23,50,60,L,R,40,60,60,30,40,45,NA,NA,NA,NA,NA,Position,"6' 1""",210,C
Hunter Schryver,NA,SIRP,Pitcher,CHW,27,50,60,L,L,NA,NA,NA,NA,NA,NA,60,60,NA,NA,50,Pitcher,"6' 1""",205,RP
Hunter Stratton,NA,SIRP,Pitcher,PIT,25,60,70,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,NA,35,Pitcher,"6' 4""",225,RP
Hyun-il Choi,NA,MIRP,Pitcher,LAD,22,60,60,R,R,NA,NA,NA,NA,NA,NA,40,NA,50,NA,60,Pitcher,"6' 2""",200,RP
Ian Bedell,NA,SP,Pitcher,STL,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,60,Pitcher,"6' 2""",198,SP
Ian Lewis,NA,2B,Position,MIA,19,40,50,S,R,50,60,60,70,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",177,MI
Ian Moller,NA,C,Catcher,TEX,19,50,60,R,R,40,40,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",197,C
Ian Seymour,NA,MIRP,Pitcher,TBR,23,50,50,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,60,55,Pitcher,"6' 0""",190,RP
Ian Villers,NA,SIRP,Pitcher,SFG,22,70,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 6""",245,RP
Ignacio Feliz,NA,SP,Pitcher,BAL,22,50,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,50,Pitcher,"6' 1""",180,SP
Inohan Paniagua,NA,SP,Pitcher,STL,22,50,40,R,R,NA,NA,NA,NA,NA,NA,40,NA,60,50,60,Pitcher,"6' 1""",160,SP
Irv Carter,NA,SP,Pitcher,TOR,20,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,60,55,Pitcher,"6' 4""",200,SP
Isaac Mattson,NA,SIRP,Pitcher,BAL,27,60,60,R,R,NA,NA,NA,NA,NA,NA,60,40,50,40,45,Pitcher,"6' 2""",205,RP
Isaiah Greene,NA,CF,Position,CLE,21,50,50,L,L,40,50,60,60,60,45,NA,NA,NA,NA,NA,Position,"6' 1""",180,OF
Ismael Mena,NA,CF,Position,CHC,19,60,50,L,L,60,40,50,60,50,70,NA,NA,NA,NA,NA,Position,"6' 2""",175,OF
Israel Pineda,NA,C,Catcher,WSN,22,40,60,R,R,40,50,50,20,50,40,NA,NA,NA,NA,NA,Position,"5' 11""",215,C
Ivan Armstrong,NA,MIRP,Pitcher,LAA,22,70,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 5""",247,RP
Ivan Castillo,NA,2B,Position,KCR,27,40,40,S,R,60,30,40,50,50,55,NA,NA,NA,NA,NA,Position,"5' 9""",173,MI
Ivan Herrera,71,C,Catcher,STL,22,50,70,R,R,60,50,50,40,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",220,C
Ivan Johnson,NA,2B,Position,CIN,23,50,50,S,R,40,50,60,60,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",190,MI
Ivan Melendez,NA,1B,Position,ARI,22,60,70,R,R,40,60,70,30,40,45,NA,NA,NA,NA,NA,Position,"6' 3""",225,CI
Izaac Pacheco,NA,3B,Position,DET,19,60,60,L,R,30,60,70,30,50,60,NA,NA,NA,NA,NA,Position,"6' 4""",200,CI
J.C. Correa,NA,C,Catcher,HOU,24,50,60,R,R,60,40,30,40,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",200,C
J.C. Flowers,NA,SIRP,Pitcher,PIT,24,60,50,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,50,45,Pitcher,"6' 3""",190,RP
J.J. Matijevic,NA,1B,Position,HOU,26,50,60,L,L,40,60,60,40,40,30,NA,NA,NA,NA,NA,Position,"6' 0""",206,CI
